Symbol,Name,Country,IPO Year,Volume,Sector,Industry
AXTI,AXT Inc,United States,1998,276114,Technology,Semiconductors
AYRO,AYRO Inc.,United States,NA,866645,NA,NA
AYTU,Aytu BioPharma Inc.,United States,NA,244150,Miscellaneous,Service to the Health Industry
AZPN,Aspen Technology Inc.,United States,1994,180705,Technology,EDP Services
BAND,Bandwidth Inc. Class A,United States,2017,361427,Technology,Computer Software: Prepackaged Software
BATRA,Liberty Media Corporation Series A Liberty Braves,United States,NA,28548,Consumer Services,Movies/Entertainment
BBBY,Bed Bath & Beyond Inc.,United States,1992,2014823,Consumer Services,Other Specialty Stores
BBCP,Concrete Pumping Holdings Inc.,United States,2017,484190,Consumer Services,Military/Government/Technical
BBIO,BridgeBio Pharma Inc.,United States,2019,650712,Health Care,Major Pharmaceuticals
BBQ,BBQ Holdings Inc.,United States,NA,121883,Consumer Services,Restaurants
BCLI,Brainstorm Cell Therapeutics Inc.,United States,NA,778143,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCOV,Brightcove Inc.,United States,2012,175588,Technology,EDP Services
BCRX,BioCryst Pharmaceuticals Inc.,United States,1994,2165254,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAM,Beam Therapeutics Inc.,United States,2020,695960,Consumer Durables,Specialty Chemicals
BECN,Beacon Roofing Supply Inc.,United States,2004,359709,Capital Goods,Wholesale Distributors
BEEM,Beam Global,United States,NA,234108,Technology,Semiconductors
BENE,Benessere Capital Acquisition Corp. Class A,United States,2021,27,NA,NA
BGCP,BGC Partners Inc Class A,United States,NA,2916964,Finance,Investment Bankers/Brokers/Service
BGFV,Big 5 Sporting Goods Corporation,United States,2002,1036462,Consumer Services,Other Specialty Stores
BHF,Brighthouse Financial Inc.,United States,NA,398292,Finance,Life Insurance
BHTG,BioHiTech Global Inc.,United States,NA,705146,Capital Goods,Industrial Machinery/Components
BIGC,BigCommerce Holdings Inc. Series 1,United States,2020,453203,Technology,Computer Software: Prepackaged Software
BIIB,Biogen Inc.,United States,NA,911417,Health Care,Major Pharmaceuticals
BIOL,Biolase Inc.,United States,NA,3592455,Health Care,Medical/Dental Instruments
BJRI,BJ's Restaurants Inc.,United States,NA,1354522,Consumer Services,Restaurants
BKCC,BlackRock Capital Investment Corporation,United States,2007,656538,Finance,Investment Managers
BKNG,Booking Holdings Inc.,United States,NA,253724,Transportation,Other Consumer Services
BL,BlackLine Inc.,United States,2016,294141,Technology,Computer Software: Prepackaged Software
BLCM,Bellicum Pharmaceuticals Inc.,United States,2014,94289,Health Care,Major Pharmaceuticals
BLDR,Builders FirstSource Inc.,United States,2005,1373816,Consumer Services,RETAIL: Building Materials
BLFS,BioLife Solutions Inc.,United States,NA,197270,Health Care,Medical/Dental Instruments
BLI,Berkeley Lights Inc.,United States,2020,589240,Consumer Durables,Specialty Chemicals
BLIN,Bridgeline Digital Inc.,United States,NA,83717,Technology,EDP Services
BLKB,Blackbaud Inc.,United States,2004,230324,Technology,Computer Software: Prepackaged Software
BLMN,Bloomin' Brands Inc.,United States,2012,1668843,Consumer Services,Restaurants
BLNK,Blink Charging Co.,United States,NA,2631382,Miscellaneous,Business Services
BLPH,Bellerophon Therapeutics Inc.,United States,2015,38009,Health Care,Major Pharmaceuticals
BLUE,bluebird bio Inc.,United States,2013,560469,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BMBL,Bumble Inc. Class A,United States,2021,637419,Technology,Computer Software: Prepackaged Software
BMRN,BioMarin Pharmaceutical Inc.,United States,1999,726758,Health Care,Major Pharmaceuticals
BNFT,Benefitfocus Inc.,United States,2013,169635,Technology,Computer Software: Prepackaged Software
BNGO,Bionano Genomics Inc.,United States,2018,26095720,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BNTC,Benitec Biopharma Inc.,United States,2015,592464,Health Care,Major Pharmaceuticals
BOLT,Bolt Biotherapeutics Inc.,United States,2021,175927,Health Care,Major Pharmaceuticals
BOOM,DMC Global Inc.,United States,NA,123632,NA,NA
BOXL,Boxlight Corporation Class A,United States,2017,1290938,Capital Goods,Telecommunications Equipment
BPMC,Blueprint Medicines Corporation,United States,2015,274780,Health Care,Major Pharmaceuticals
BPOP,Popular Inc.,United States,NA,392585,Finance,Major Banks
BRKR,Bruker Corporation,United States,NA,379292,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BRP,BRP Group Inc. (Insurance Company) Class A,United States,2019,257152,Finance,Specialty Insurers
BRPA,Big Rock Partners Acquisition Corp.,United States,2017,15136,NA,NA
BRY,Berry Corporation (bry),United States,2018,519717,Energy,Oil & Gas Production
BSGM,BioSig Technologies Inc.,United States,NA,141922,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BTAI,BioXcel Therapeutics Inc.,United States,2018,270966,Health Care,Major Pharmaceuticals
BYFC,Broadway Financial Corporation,United States,NA,302943,Finance,Savings Institutions
BYND,Beyond Meat Inc.,United States,2019,1873682,Consumer Non-Durables,Specialty Foods
CAAS,China Automotive Systems Inc.,China,NA,72261,Capital Goods,Auto Parts:O.E.M.
CABA,Cabaletta Bio Inc.,United States,2019,94700,Health Care,Major Pharmaceuticals
CAC,Camden National Corporation,United States,NA,34696,Finance,Major Banks
CACC,Credit Acceptance Corporation,United States,1992,54779,Finance,Finance: Consumer Services
CAKE,Cheesecake Factory Incorporated (The),United States,1992,683106,Consumer Services,Restaurants
CALA,Calithera Biosciences Inc.,United States,2014,488717,Health Care,Major Pharmaceuticals
CALM,Cal-Maine Foods Inc.,United States,1996,228095,NA,NA
CAPR,Capricor Therapeutics Inc.,United States,NA,189852,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CAR,Avis Budget Group Inc.,United States,NA,1243381,Miscellaneous,Rental/Leasing Companies
CARE,Carter Bankshares Inc.,United States,NA,65162,Finance,Major Banks
CARG,CarGurus Inc. Class A,United States,2017,1493511,NA,NA
CARV,Carver Bancorp Inc.,United States,NA,147111,Finance,Savings Institutions
CASA,Casa Systems Inc.,United States,2017,225199,Technology,Radio And Television Broadcasting And Communications Equipment
CASY,Casey's General Stores Inc.,United States,1983,107452,Consumer Services,Food Chains
CATY,Cathay General Bancorp,United States,NA,324284,Finance,Major Banks
CBAT,CBAK Energy Technology Inc.,China,NA,1413252,Capital Goods,Electrical Products
CBAY,CymaBay Therapeutics Inc.,United States,NA,496482,Health Care,Major Pharmaceuticals
CBRL,Cracker Barrel Old Country Store Inc,United States,1981,175251,Consumer Services,Restaurants
CBSH,Commerce Bancshares Inc.,United States,NA,389060,Finance,Major Banks
CCBG,Capital City Bank Group,United States,NA,23292,Finance,Major Banks
CCMP,CMC Materials Inc.,United States,2000,117758,Technology,Semiconductors
CCRN,Cross Country Healthcare Inc. $0.0001 Par Value,United States,2001,162152,Technology,Professional Services
CDEV,Centennial Resource Development Inc. Class A,United States,2016,3943441,Energy,Oil & Gas Production
CDK,CDK Global Inc.,United States,NA,500870,Technology,Retail: Computer Software & Peripheral Equipment
CDLX,Cardlytics Inc.,United States,2018,206110,Technology,EDP Services
CDMO,Avid Bioservices Inc.,United States,NA,336982,Health Care,Major Pharmaceuticals
CDNA,CareDx Inc.,United States,2014,445115,Health Care,Medical Specialities
CDNS,Cadence Design Systems Inc.,United States,NA,1991967,Technology,Computer Software: Prepackaged Software
CDW,CDW Corporation,United States,2013,775245,Technology,EDP Services
CDXC,ChromaDex Corporation,United States,NA,338337,Consumer Durables,Specialty Chemicals
CDXS,Codexis Inc.,United States,2010,406329,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CELH,Celsius Holdings Inc.,United States,NA,572600,Consumer Non-Durables,Beverages (Production/Distribution)
CEMI,Chembio Diagnostics Inc.,United States,NA,546335,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CENT,Central Garden & Pet Company,United States,1993,53803,NA,NA
CENX,Century Aluminum Company,United States,1996,1087484,Basic Industries,Aluminum
CERC,Cerecor Inc.,United States,2015,450723,Health Care,Major Pharmaceuticals
CERE,Cerevel Therapeutics Holdings Inc.,United States,2020,179561,Consumer Durables,Specialty Chemicals
CERN,Cerner Corporation,United States,1986,1228056,Health Care,Managed Health Care
CERS,Cerus Corporation,United States,1997,1304664,Health Care,Major Pharmaceuticals
CERT,Certara Inc.,United States,2020,356310,Consumer Durables,Specialty Chemicals
CFB,CrossFirst Bankshares Inc.,United States,2019,144114,Finance,Commercial Banks
CG,The Carlyle Group Inc.,United States,2012,1114551,Finance,Investment Managers
CGNX,Cognex Corporation,United States,1989,915489,Capital Goods,Industrial Machinery/Components
CHCI,Comstock Holding Companies Inc. Class A,United States,2004,11606,Consumer Services,Building operators
CHDN,Churchill Downs Incorporated,United States,NA,189059,Consumer Services,Services-Misc. Amusement & Recreation
CHEF,The Chefs' Warehouse Inc.,United States,2011,294920,Consumer Non-Durables,Food Distributors
CHI,Calamos Convertible Opportunities and Income Fund,United States,2002,140083,Finance,Investment Managers
CHK,Chesapeake Energy Corporation,United States,NA,471686,Energy,Oil & Gas Production
CHMA,Chiasma Inc.,United States,2015,2474825,Health Care,Major Pharmaceuticals
CHNG,Change Healthcare Inc.,United States,2019,1617416,Health Care,Managed Health Care
CHRS,Coherus BioSciences Inc.,United States,2014,692853,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CHRW,C.H. Robinson Worldwide Inc.,United States,1997,840118,Transportation,Oil Refining/Marketing
CHTR,Charter Communications Inc. Class A New,United States,NA,708353,Consumer Services,Television Services
CHUY,Chuy's Holdings Inc.,United States,2012,153058,Consumer Services,Restaurants
CHX,ChampionX Corporation,United States,NA,1185167,Capital Goods,Construction/Ag Equipment/Trucks
CHY,Calamos Convertible and High Income Fund,United States,2003,156632,Finance,Investment Managers
CIDM,Cinedigm Corp. Class A,United States,NA,42073603,Consumer Services,Movies/Entertainment
CINF,Cincinnati Financial Corporation,United States,NA,528102,Finance,Property-Casualty Insurers
CJJD,China Jo-Jo Drugstores Inc.,China,NA,127890,Health Care,Other Pharmaceuticals
CKPT,Checkpoint Therapeutics Inc.,United States,NA,558196,Health Care,Major Pharmaceuticals
CLAR,Clarus Corporation,United States,NA,159220,Consumer Non-Durables,Recreational Products/Toys
CLBS,Caladrius Biosciences Inc.,United States,NA,383944,Health Care,Managed Health Care
CLNE,Clean Energy Fuels Corp.,United States,2007,4747710,Public Utilities,Natural Gas Distribution
CLOV,Clover Health Investments Corp. Class A,United States,NA,12229737,Health Care,Medical Specialities
CLPS,CLPS Incorporation,China,2018,88090,Technology,Computer Software: Prepackaged Software
CLPT,ClearPoint Neuro Inc.,United States,NA,271070,Health Care,Medical/Dental Instruments
CLRB,Cellectar Biosciences Inc.,United States,NA,294168,Health Care,Major Pharmaceuticals
CLSK,CleanSpark Inc.,United States,NA,1549692,Technology,Computer Software: Prepackaged Software
CLSN,Celsion Corporation,United States,NA,1483659,Health Care,Major Pharmaceuticals
CLVS,Clovis Oncology Inc.,United States,2011,2579786,Health Care,Major Pharmaceuticals
CMCSA,Comcast Corporation Class A,United States,NA,12252337,Consumer Services,Television Services
CME,CME Group Inc. Class A,United States,2002,1055337,NA,NA
CMLS,Cumulus Media Inc. Class A,United States,NA,50447,Consumer Services,Broadcasting
CMTL,Comtech Telecommunications Corp.,United States,NA,112702,Technology,Radio And Television Broadcasting And Communications Equipment
CNDT,Conduent Incorporated,United States,NA,1012378,Technology,Retail: Computer Software & Peripheral Equipment
CNET,ZW Data Action Technologies Inc.,China,NA,450037,Technology,Advertising
CNSP,CNS Pharmaceuticals Inc.,United States,2019,101247,Health Care,Major Pharmaceuticals
CNST,Constellation Pharmaceuticals Inc.,United States,2018,392657,Health Care,Major Pharmaceuticals
CNXC,Concentrix Corporation,United States,NA,120136,Technology,Computer Software: Prepackaged Software
CNXN,PC Connection Inc.,United States,NA,54602,Technology,Retail: Computer Software & Peripheral Equipment
CODX,Co-Diagnostics Inc.,United States,2017,570185,Health Care,Medical/Dental Instruments
COHR,Coherent Inc.,United States,NA,348511,Capital Goods,Biotechnology: Laboratory Analytical Instruments
COHU,Cohu Inc.,United States,NA,340097,Capital Goods,Electrical Products
COIN,Coinbase Global Inc. Class A,United States,NA,9872500,Technology,EDP Services
COKE,Coca-Cola Consolidated Inc.,United States,1972,17958,Consumer Non-Durables,Beverages (Production/Distribution)
COLI,Colicity Inc. Class A,United States,2021,57766,NA,NA
COLL,Collegium Pharmaceutical Inc.,United States,2015,188358,Health Care,Major Pharmaceuticals
COLM,Columbia Sportswear Company,United States,1998,531605,Consumer Non-Durables,Apparel
COMM,CommScope Holding Company Inc.,United States,2013,1281078,Technology,Radio And Television Broadcasting And Communications Equipment
COMS,ComSovereign Holding Corp.,United States,NA,773568,Consumer Services,Telecommunications Equipment
CONE,CyrusOne Inc,United States,2013,692869,Consumer Services,Real Estate Investment Trusts
CONN,Conn's Inc.,United States,2003,296410,Consumer Services,Consumer Electronics/Video Chains
COOP,Mr. Cooper Group Inc.,United States,NA,675939,Finance,Finance: Consumer Services
CORE,Core Mark Holding Co Inc,United States,NA,232913,Consumer Non-Durables,Food Distributors
CORT,Corcept Therapeutics Incorporated,United States,2004,634587,Health Care,Major Pharmaceuticals
COUP,Coupa Software Incorporated,United States,2016,774476,Technology,Computer Software: Prepackaged Software
COWN,Cowen Inc. Class A,United States,NA,698373,Finance,Investment Bankers/Brokers/Service
CPRT,Copart Inc. (DE),United States,1994,936238,Miscellaneous,Business Services
CPRX,Catalyst Pharmaceuticals Inc.,United States,2006,1034085,Health Care,Major Pharmaceuticals
CRAI,CRA International Inc.,United States,1998,24625,Miscellaneous,Other Consumer Services
CRBP,Corbus Pharmaceuticals Holdings Inc.,United States,NA,1725275,Health Care,Major Pharmaceuticals
CREE,Cree Inc.,United States,1993,1579463,Technology,Semiconductors
CREX,Creative Realities Inc.,United States,NA,216651,Technology,EDP Services
CRIS,Curis Inc.,United States,NA,703121,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRMD,CorMedix Inc.,United States,NA,240826,Health Care,Major Pharmaceuticals
CRNC,Cerence Inc.,United States,NA,504522,Technology,EDP Services
CROX,Crocs Inc.,United States,2006,1301781,Consumer Non-Durables,Shoe Manufacturing
CRSR,Corsair Gaming Inc.,United States,2020,452242,Technology,Computer Manufacturing
CRUS,Cirrus Logic Inc.,United States,1989,342811,Technology,Semiconductors
CRVS,Corvus Pharmaceuticals Inc.,United States,2016,209579,Health Care,Major Pharmaceuticals
CRWD,CrowdStrike Holdings Inc. Class A,United States,2019,2498188,Technology,EDP Services
CSCO,Cisco Systems Inc. (DE),United States,1990,14016795,Technology,Computer peripheral equipment
CSGP,CoStar Group Inc.,United States,1998,167317,Finance,Real Estate
CSII,Cardiovascular Systems Inc.,United States,1981,162561,Health Care,Medical/Dental Instruments
CSOD,Cornerstone OnDemand Inc.,United States,2011,156185,Technology,Computer Software: Prepackaged Software
CSSE,Chicken Soup for the Soul Entertainment Inc. Class A,United States,2017,32219,Consumer Services,Broadcasting
CSTL,Castle Biosciences Inc.,United States,2019,120999,Health Care,Medical Specialities
CSTR,CapStar Financial Holdings Inc.,United States,2016,60768,Finance,Major Banks
CSWC,Capital Southwest Corporation,United States,NA,64087,Finance,Finance/Investors Services
CSX,CSX Corporation,United States,NA,3182460,Transportation,Railroads
CTAS,Cintas Corporation,United States,1983,251507,Miscellaneous,Business Services
CTRE,CareTrust REIT Inc.,United States,NA,504655,Consumer Services,Real Estate Investment Trusts
CTSH,Cognizant Technology Solutions Corporation Class A,United States,1998,2392656,Technology,EDP Services
CTXR,Citius Pharmaceuticals Inc.,United States,NA,3316040,Health Care,Major Pharmaceuticals
CTXS,Citrix Systems Inc.,United States,1995,749313,Technology,Computer Software: Prepackaged Software
CUBA,Herzfeld Caribbean Basin Fund Inc. (The),United States,NA,2833,Finance,Investment Managers
CUE,Cue Biopharma Inc.,United States,2018,88325,Health Care,Major Pharmaceuticals
CUTR,Cutera Inc.,United States,2004,224242,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CVBF,CVB Financial Corporation,United States,NA,423632,Finance,Major Banks
CVCO,Cavco Industries Inc. When Issued,United States,NA,40865,Basic Industries,Homebuilding
CVET,Covetrus Inc.,United States,NA,470362,Health Care,Managed Health Care
CVLT,Commvault Systems Inc.,United States,2006,341176,Technology,Computer Software: Prepackaged Software
CWST,Casella Waste Systems Inc. Class A,United States,1997,411558,Public Utilities,Environmental Services
CYAN,Cyanotech Corporation,United States,NA,111364,Consumer Non-Durables,Farming/Seeds/Milling
CYCC,Cyclacel Pharmaceuticals Inc.,United States,NA,42716,Health Care,Major Pharmaceuticals
CYRX,CryoPort Inc.,United States,NA,318456,NA,NA
CZR,Caesars Entertainment Inc.,United States,NA,1489515,Consumer Services,Hotels/Resorts
DAKT,Daktronics Inc.,United States,1994,121062,Capital Goods,Office Equipment/Supplies/Services
DARE,Dare Bioscience Inc.,United States,2014,359253,Health Care,Major Pharmaceuticals
DBX,Dropbox Inc. Class A,United States,2018,4357632,Technology,Computer Software: Prepackaged Software
DCPH,Deciphera Pharmaceuticals Inc.,United States,2017,311732,Health Care,Major Pharmaceuticals
DCT,Duck Creek Technologies Inc.,United States,2020,338564,Technology,Retail: Computer Software & Peripheral Equipment
DDOG,Datadog Inc. Class A,United States,2019,2642003,Technology,EDP Services
DENN,Denny's Corporation,United States,NA,501775,Consumer Services,Restaurants
DFFN,Diffusion Pharmaceuticals Inc.,United States,NA,830260,Health Care,Major Pharmaceuticals
DGLY,Digital Ally Inc.,United States,NA,5036816,Miscellaneous,Diversified Manufacture
DIOD,Diodes Incorporated,United States,NA,170044,Technology,Semiconductors
DISCA,Discovery Inc. Series A,United States,NA,10102724,Consumer Services,Television Services
DISCB,Discovery Inc. Series B,United States,NA,3819,Consumer Services,Television Services
DISCK,Discovery Inc. Series C,United States,NA,3386673,Consumer Services,Television Services
DISH,DISH Network Corporation Class A,United States,1995,4436029,Consumer Services,Television Services
DKNG,DraftKings Inc. Class A,United States,2019,10159260,Consumer Services,Services-Misc. Amusement & Recreation
DLTH,Duluth Holdings Inc. Class B,United States,2015,118293,Consumer Services,Department/Specialty Retail Stores
DLTR,Dollar Tree Inc.,United States,1995,952651,Consumer Services,Department/Specialty Retail Stores
DMTK,DermTech Inc.,United States,2017,763925,Health Care,Managed Health Care
DNLI,Denali Therapeutics Inc.,United States,2017,305019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DOCU,DocuSign Inc.,United States,2018,1431783,Technology,EDP Services
DOMO,Domo Inc. Class B,United States,2018,239940,Technology,Computer Software: Prepackaged Software
DORM,Dorman Products Inc.,United States,NA,107967,Capital Goods,Auto Parts:O.E.M.
DRIO,DarioHealth Corp.,Israel,NA,98301,Health Care,Medical/Dental Instruments
DRNA,Dicerna Pharmaceuticals Inc.,United States,2014,476756,Health Care,Biotechnology: Commercial Physical & Biological Resarch
DSGX,Descartes Systems Group Inc. (The),Canada,NA,59979,NA,NA
DSP,Viant Technology Inc. Class A,United States,2021,338544,Technology,EDP Services
DTIL,Precision BioSciences Inc.,United States,2019,265815,Health Care,Major Pharmaceuticals
DUNE,Dune Acquisition Corporation Class A,United States,2021,23372,NA,NA
DVAX,Dynavax Technologies Corporation,United States,2004,1638883,Health Care,Major Pharmaceuticals
DXCM,DexCom Inc.,United States,2005,409203,Health Care,Medical/Dental Instruments
DZSI,DZS Inc.,United States,NA,96417,Public Utilities,Telecommunications Equipment
EA,Electronic Arts Inc.,United States,NA,2365293,Technology,Computer Software: Prepackaged Software
EAC,Edify Acquisition Corp. Class A,United States,2021,300,NA,NA
EAR,Eargo Inc.,United States,2020,825088,Health Care,Medical Specialities
EAST,Eastside Distilling Inc.,United States,NA,169697,Consumer Non-Durables,Beverages (Production/Distribution)
EBAY,eBay Inc.,United States,1998,5072858,Consumer Services,Catalog/Specialty Distribution
EBC,Eastern Bankshares Inc.,United States,2020,1246847,Finance,Major Banks
EBET,Esports Technologies Inc.,United States,2021,412886,Consumer Services,Services-Misc. Amusement & Recreation
EBIX,Ebix Inc.,United States,NA,255097,Technology,EDP Services
EBSB,Meridian Bancorp Inc.,United States,NA,4703403,Finance,Major Banks
ECHO,Echo Global Logistics Inc.,United States,2009,218058,Transportation,Oil Refining/Marketing
ECPG,Encore Capital Group Inc,United States,NA,253529,NA,NA
EDIT,Editas Medicine Inc.,United States,2016,858888,Health Care,Major Pharmaceuticals
EEFT,Euronet Worldwide Inc.,United States,1997,254893,Technology,EDP Services
EEIQ,Elite Education Group International Ltd.,United States,2021,574323,Consumer Services,Other Consumer Services
EFOI,Energy Focus Inc.,United States,NA,107623,Consumer Durables,Building Products
EGAN,eGain Corporation,United States,1999,104125,Technology,Computer Software: Prepackaged Software
EGBN,Eagle Bancorp Inc.,United States,NA,152368,Finance,Major Banks
EGLX,Enthusiast Gaming Holdings Inc.,Canada,NA,604699,NA,NA
EHTH,eHealth Inc.,United States,2006,395295,Finance,Specialty Insurers
EKSO,Ekso Bionics Holdings Inc.,United States,NA,71429,Health Care,Medical/Dental Instruments
EML,Eastern Company (The),United States,NA,12661,Capital Goods,Industrial Specialties
ENG,ENGlobal Corporation,United States,NA,326394,Consumer Services,Military/Government/Technical
ENPH,Enphase Energy Inc.,United States,2012,2287485,Capital Goods,Electrical Products
ENSG,The Ensign Group Inc.,United States,2007,427209,Health Care,Hospital/Nursing Management
ENTA,Enanta Pharmaceuticals Inc.,United States,2013,133985,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ENTG,Entegris Inc.,United States,2000,658662,Technology,Semiconductors
EOLS,Evolus Inc.,United States,2018,2403160,Consumer Durables,Specialty Chemicals
EOSE,Eos Energy Enterprises Inc. Class A,United States,NA,478579,Technology,Electronic Components
EPAY,Bottomline Technologies Inc.,United States,1999,217955,Technology,EDP Services
EPIX,ESSA Pharma Inc.,Canada,NA,96029,NA,NA
EPZM,Epizyme Inc.,United States,2013,1449020,Health Care,Major Pharmaceuticals
EQ,Equillium Inc.,United States,2018,123495,Health Care,Major Pharmaceuticals
EQIX,Equinix Inc. REIT,United States,2000,366117,Consumer Services,Real Estate Investment Trusts
ERII,Energy Recovery Inc.,United States,2008,981986,Technology,Industrial Machinery/Components
ESPR,Esperion Therapeutics Inc.,United States,2013,289491,Health Care,Major Pharmaceuticals
ESQ,Esquire Financial Holdings Inc.,United States,2017,24178,Finance,Commercial Banks
ESSA,ESSA Bancorp Inc.,United States,NA,24853,Finance,Banks
ETON,Eton Pharmaceuticals Inc.,United States,2018,129979,Health Care,Major Pharmaceuticals
ETSY,Etsy Inc.,United States,2015,1475686,Consumer Services,Catalog/Specialty Distribution
EVBG,Everbridge Inc.,United States,2016,458223,Technology,Retail: Computer Software & Peripheral Equipment
EVFM,Evofem Biosciences Inc.,United States,2014,3821175,Health Care,Major Pharmaceuticals
EVOP,EVO Payments Inc. Class A,United States,2018,156491,Technology,EDP Services
EXAS,Exact Sciences Corporation,United States,2001,719572,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXC,Exelon Corporation,United States,NA,4343748,Public Utilities,Power Generation
EXEL,Exelixis Inc.,United States,2000,1528987,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXLS,ExlService Holdings Inc.,United States,2006,86960,Technology,Retail: Computer Software & Peripheral Equipment
EXPC,Experience Investment Corp. Class A,United States,2019,692330,NA,NA
EXPD,Expeditors International of Washington Inc.,United States,NA,718306,Transportation,Oil Refining/Marketing
EXPE,Expedia Group Inc.,United States,NA,1559724,Transportation,Other Consumer Services
EXPI,eXp World Holdings Inc.,United States,NA,778400,Finance,Real Estate
EXPO,Exponent Inc.,United States,NA,120011,Consumer Services,Professional Services
EXTR,Extreme Networks Inc.,United States,1999,928417,Capital Goods,Telecommunications Equipment
EYE,National Vision Holdings Inc.,United States,2017,1153710,Health Care,Ophthalmic Goods
EYES,Second Sight Medical Products Inc.,United States,2014,1053506,Health Care,Industrial Specialties
EYPT,EyePoint Pharmaceuticals Inc.,United States,NA,114240,Health Care,Major Pharmaceuticals
EZPW,EZCORP Inc. Class A Non Voting,United States,1991,265058,Miscellaneous,Diversified Commercial Services
FARO,FARO Technologies Inc.,United States,1997,74399,Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company,United States,1987,2232262,NA,NA
FATE,Fate Therapeutics Inc.,United States,2013,708908,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FB,Facebook Inc. Class A,United States,2012,17534163,Technology,Internet and Information Services
FBIO,Fortress Biotech Inc.,United States,NA,905231,Health Care,Major Pharmaceuticals
FCEL,FuelCell Energy Inc.,United States,NA,25987179,Public Utilities,Electric Utilities: Central
FCFS,FirstCash Inc.,United States,1991,260620,Miscellaneous,Diversified Commercial Services
FCNCA,First Citizens BancShares Inc. Class A,United States,NA,62194,Finance,Major Banks
FDUS,Fidus Investment Corporation,United States,2011,71229,Finance,Finance/Investors Services
FEYE,FireEye Inc.,United States,2013,2698057,Technology,Computer Software: Prepackaged Software
FFBC,First Financial Bancorp.,United States,NA,520253,Finance,Major Banks
FFIC,Flushing Financial Corporation,United States,NA,171059,Finance,Major Banks
FFIN,First Financial Bankshares Inc.,United States,NA,564055,Finance,Major Banks
FFIV,F5 Networks Inc.,United States,1999,320430,Technology,EDP Services
FGEN,FibroGen Inc,United States,2014,939506,Health Care,Major Pharmaceuticals
FHB,First Hawaiian Inc.,United States,2016,1492932,Finance,Major Banks
FISV,Fiserv Inc.,United States,1986,3887651,Technology,EDP Services
FITB,Fifth Third Bancorp,United States,NA,6741634,Finance,Major Banks
FIVE,Five Below Inc.,United States,2012,519882,Consumer Services,Department/Specialty Retail Stores
FIVN,Five9 Inc.,United States,2014,377733,Technology,EDP Services
FIZZ,National Beverage Corp.,United States,NA,236205,Consumer Non-Durables,Beverages (Production/Distribution)
FLDM,Fluidigm Corporation,United States,2011,653752,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FLGT,Fulgent Genetics Inc.,United States,2016,885075,Health Care,Medical Specialities
FLIR,FLIR Systems Inc. (DE),United States,1993,890038,Capital Goods,Industrial Machinery/Components
FLL,Full House Resorts Inc.,United States,NA,166064,Consumer Services,Movies/Entertainment
FLUX,Flux Power Holdings Inc.,United States,NA,65718,Capital Goods,Electrical Products
FLWS,1-800-FLOWERS.COM Inc.,United States,1999,967429,Consumer Services,Catalog/Specialty Distribution
FLXN,Flexion Therapeutics Inc.,United States,2014,1072062,Health Care,Major Pharmaceuticals
FMBI,First Midwest Bancorp Inc.,United States,NA,928602,Finance,Major Banks
FNKO,Funko Inc. Class A,United States,2017,1223506,Consumer Non-Durables,Recreational Products/Toys
FOCS,Focus Financial Partners Inc. Class A,United States,2018,367904,Finance,Investment Bankers/Brokers/Service
FOLD,Amicus Therapeutics Inc.,United States,2007,1603734,Health Care,Major Pharmaceuticals
FORD,Forward Industries Inc.,United States,NA,70728,NA,NA
FORE,Foresight Acquisition Corp. Class A,United States,2021,14408,Finance,Business Services
FORM,FormFactor Inc. FormFactor Inc.,United States,2003,273411,Technology,Semiconductors
FOSL,Fossil Group Inc.,United States,1993,337474,Consumer Non-Durables,Consumer Specialties
FOX,Fox Corporation Class B,United States,NA,781253,Consumer Services,Broadcasting
FOXA,Fox Corporation Class A,United States,NA,1831229,Consumer Services,Broadcasting
FOXF,Fox Factory Holding Corp.,United States,2013,676117,Consumer Non-Durables,Motor Vehicles
FREQ,Frequency Therapeutics Inc.,United States,2019,751017,Health Care,Major Pharmaceuticals
FRGI,Fiesta Restaurant Group Inc.,United States,NA,128728,Consumer Services,Restaurants
FRPT,Freshpet Inc.,United States,2014,193151,NA,NA
FRTA,Forterra Inc.,United States,2016,282205,NA,NA
FSLR,First Solar Inc.,United States,2006,2257828,Technology,Semiconductors
